asset_id,entity_id,entity_type,entity_name,asset_kind,local_path,primary_url,source_page_url,source_authority,copyright_owner,expected_min_width,expected_min_height,preferred_aspect,desktop_focal_x,desktop_focal_y,mobile_focal_x,mobile_focal_y,crop_strategy,download_status,qa_status,notes
champion:ahri:generated_hero_16x9,char:ahri,CHAMPION,Ahri,GENERATED_HERO_16X9,champions/generated/ahri-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ahri.jpg using focal points; never stretch.
champion:ahri:generated_cinematic_9x16,char:ahri,CHAMPION,Ahri,GENERATED_CINEMATIC_9X16,champions/generated/ahri-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ahri.jpg using focal points; never stretch.
champion:akali:master,char:akali,CHAMPION,Akali,MASTER_SPLASH,champions/master/akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_0.jpg,https://www.leagueoflegends.com/en-us/champions/akali/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:akali:loading,char:akali,CHAMPION,Akali,NATIVE_LOADING,champions/master/akali-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_0.jpg,https://www.leagueoflegends.com/en-us/champions/akali/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:akali:generated_portrait_512,char:akali,CHAMPION,Akali,GENERATED_PORTRAIT_512,champions/generated/akali-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akali.jpg using focal points; never stretch.
champion:akali:generated_card_4x5,char:akali,CHAMPION,Akali,GENERATED_CARD_4X5,champions/generated/akali-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akali.jpg using focal points; never stretch.
champion:akali:generated_hero_16x9,char:akali,CHAMPION,Akali,GENERATED_HERO_16X9,champions/generated/akali-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akali.jpg using focal points; never stretch.
champion:akali:generated_cinematic_9x16,char:akali,CHAMPION,Akali,GENERATED_CINEMATIC_9X16,champions/generated/akali-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akali.jpg using focal points; never stretch.
champion:akshan:master,char:akshan,CHAMPION,Akshan,MASTER_SPLASH,champions/master/akshan.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_0.jpg,https://www.leagueoflegends.com/en-us/champions/akshan/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:akshan:loading,char:akshan,CHAMPION,Akshan,NATIVE_LOADING,champions/master/akshan-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akshan_0.jpg,https://www.leagueoflegends.com/en-us/champions/akshan/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:akshan:generated_portrait_512,char:akshan,CHAMPION,Akshan,GENERATED_PORTRAIT_512,champions/generated/akshan-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akshan.jpg using focal points; never stretch.
champion:akshan:generated_card_4x5,char:akshan,CHAMPION,Akshan,GENERATED_CARD_4X5,champions/generated/akshan-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akshan.jpg using focal points; never stretch.
champion:akshan:generated_hero_16x9,char:akshan,CHAMPION,Akshan,GENERATED_HERO_16X9,champions/generated/akshan-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akshan.jpg using focal points; never stretch.
champion:akshan:generated_cinematic_9x16,char:akshan,CHAMPION,Akshan,GENERATED_CINEMATIC_9X16,champions/generated/akshan-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/akshan.jpg using focal points; never stretch.
champion:alistar:master,char:alistar,CHAMPION,Alistar,MASTER_SPLASH,champions/master/alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_0.jpg,https://www.leagueoflegends.com/en-us/champions/alistar/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:alistar:loading,char:alistar,CHAMPION,Alistar,NATIVE_LOADING,champions/master/alistar-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_0.jpg,https://www.leagueoflegends.com/en-us/champions/alistar/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:alistar:generated_portrait_512,char:alistar,CHAMPION,Alistar,GENERATED_PORTRAIT_512,champions/generated/alistar-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/alistar.jpg using focal points; never stretch.
champion:alistar:generated_card_4x5,char:alistar,CHAMPION,Alistar,GENERATED_CARD_4X5,champions/generated/alistar-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/alistar.jpg using focal points; never stretch.
champion:alistar:generated_hero_16x9,char:alistar,CHAMPION,Alistar,GENERATED_HERO_16X9,champions/generated/alistar-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/alistar.jpg using focal points; never stretch.
champion:alistar:generated_cinematic_9x16,char:alistar,CHAMPION,Alistar,GENERATED_CINEMATIC_9X16,champions/generated/alistar-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/alistar.jpg using focal points; never stretch.
champion:ambessa:master,char:ambessa,CHAMPION,Ambessa,MASTER_SPLASH,champions/master/ambessa.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ambessa_0.jpg,https://www.leagueoflegends.com/en-us/champions/ambessa/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:ambessa:loading,char:ambessa,CHAMPION,Ambessa,NATIVE_LOADING,champions/master/ambessa-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ambessa_0.jpg,https://www.leagueoflegends.com/en-us/champions/ambessa/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:ambessa:generated_portrait_512,char:ambessa,CHAMPION,Ambessa,GENERATED_PORTRAIT_512,champions/generated/ambessa-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ambessa.jpg using focal points; never stretch.
champion:ambessa:generated_card_4x5,char:ambessa,CHAMPION,Ambessa,GENERATED_CARD_4X5,champions/generated/ambessa-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ambessa.jpg using focal points; never stretch.
champion:ambessa:generated_hero_16x9,char:ambessa,CHAMPION,Ambessa,GENERATED_HERO_16X9,champions/generated/ambessa-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ambessa.jpg using focal points; never stretch.
champion:ambessa:generated_cinematic_9x16,char:ambessa,CHAMPION,Ambessa,GENERATED_CINEMATIC_9X16,champions/generated/ambessa-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ambessa.jpg using focal points; never stretch.
champion:amumu:master,char:amumu,CHAMPION,Amumu,MASTER_SPLASH,champions/master/amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_0.jpg,https://www.leagueoflegends.com/en-us/champions/amumu/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:amumu:loading,char:amumu,CHAMPION,Amumu,NATIVE_LOADING,champions/master/amumu-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_0.jpg,https://www.leagueoflegends.com/en-us/champions/amumu/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:amumu:generated_portrait_512,char:amumu,CHAMPION,Amumu,GENERATED_PORTRAIT_512,champions/generated/amumu-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/amumu.jpg using focal points; never stretch.
champion:amumu:generated_card_4x5,char:amumu,CHAMPION,Amumu,GENERATED_CARD_4X5,champions/generated/amumu-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/amumu.jpg using focal points; never stretch.
champion:amumu:generated_hero_16x9,char:amumu,CHAMPION,Amumu,GENERATED_HERO_16X9,champions/generated/amumu-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/amumu.jpg using focal points; never stretch.
champion:amumu:generated_cinematic_9x16,char:amumu,CHAMPION,Amumu,GENERATED_CINEMATIC_9X16,champions/generated/amumu-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/amumu.jpg using focal points; never stretch.
champion:anivia:master,char:anivia,CHAMPION,Anivia,MASTER_SPLASH,champions/master/anivia.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_0.jpg,https://www.leagueoflegends.com/en-us/champions/anivia/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:anivia:loading,char:anivia,CHAMPION,Anivia,NATIVE_LOADING,champions/master/anivia-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Anivia_0.jpg,https://www.leagueoflegends.com/en-us/champions/anivia/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:anivia:generated_portrait_512,char:anivia,CHAMPION,Anivia,GENERATED_PORTRAIT_512,champions/generated/anivia-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/anivia.jpg using focal points; never stretch.
champion:anivia:generated_card_4x5,char:anivia,CHAMPION,Anivia,GENERATED_CARD_4X5,champions/generated/anivia-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/anivia.jpg using focal points; never stretch.
champion:anivia:generated_hero_16x9,char:anivia,CHAMPION,Anivia,GENERATED_HERO_16X9,champions/generated/anivia-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/anivia.jpg using focal points; never stretch.
champion:anivia:generated_cinematic_9x16,char:anivia,CHAMPION,Anivia,GENERATED_CINEMATIC_9X16,champions/generated/anivia-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/anivia.jpg using focal points; never stretch.
champion:annie:master,char:annie,CHAMPION,Annie,MASTER_SPLASH,champions/master/annie.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Annie_0.jpg,https://www.leagueoflegends.com/en-us/champions/annie/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:annie:loading,char:annie,CHAMPION,Annie,NATIVE_LOADING,champions/master/annie-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Annie_0.jpg,https://www.leagueoflegends.com/en-us/champions/annie/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:annie:generated_portrait_512,char:annie,CHAMPION,Annie,GENERATED_PORTRAIT_512,champions/generated/annie-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/annie.jpg using focal points; never stretch.
champion:annie:generated_card_4x5,char:annie,CHAMPION,Annie,GENERATED_CARD_4X5,champions/generated/annie-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/annie.jpg using focal points; never stretch.
champion:annie:generated_hero_16x9,char:annie,CHAMPION,Annie,GENERATED_HERO_16X9,champions/generated/annie-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/annie.jpg using focal points; never stretch.
champion:annie:generated_cinematic_9x16,char:annie,CHAMPION,Annie,GENERATED_CINEMATIC_9X16,champions/generated/annie-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/annie.jpg using focal points; never stretch.
champion:aphelios:master,char:aphelios,CHAMPION,Aphelios,MASTER_SPLASH,champions/master/aphelios.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aphelios_0.jpg,https://www.leagueoflegends.com/en-us/champions/aphelios/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:aphelios:loading,char:aphelios,CHAMPION,Aphelios,NATIVE_LOADING,champions/master/aphelios-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Aphelios_0.jpg,https://www.leagueoflegends.com/en-us/champions/aphelios/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:aphelios:generated_portrait_512,char:aphelios,CHAMPION,Aphelios,GENERATED_PORTRAIT_512,champions/generated/aphelios-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/aphelios.jpg using focal points; never stretch.
champion:aphelios:generated_card_4x5,char:aphelios,CHAMPION,Aphelios,GENERATED_CARD_4X5,champions/generated/aphelios-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/aphelios.jpg using focal points; never stretch.
champion:aphelios:generated_hero_16x9,char:aphelios,CHAMPION,Aphelios,GENERATED_HERO_16X9,champions/generated/aphelios-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/aphelios.jpg using focal points; never stretch.
champion:aphelios:generated_cinematic_9x16,char:aphelios,CHAMPION,Aphelios,GENERATED_CINEMATIC_9X16,champions/generated/aphelios-cinematic-9x16.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/aphelios.jpg using focal points; never stretch.
champion:ashe:master,char:ashe,CHAMPION,Ashe,MASTER_SPLASH,champions/master/ashe.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ashe_0.jpg,https://www.leagueoflegends.com/en-us/champions/ashe/,RIOT_DATA_DRAGON,"Riot Games, Inc.",1200,700,~1.69:1,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,Official base splash. Use as master for derived crops; do not upscale low-res portrait assets.
champion:ashe:loading,char:ashe,CHAMPION,Ashe,NATIVE_LOADING,champions/master/ashe-loading.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ashe_0.jpg,https://www.leagueoflegends.com/en-us/champions/ashe/,RIOT_DATA_DRAGON,"Riot Games, Inc.",300,550,~9:16,0.50,0.50,0.50,0.40,FOCAL_CROP,PENDING,NEEDS_VISUAL_QA,"Official loading art; useful as fallback in vertical contexts, but cinematic should prefer master splash crop if quality is better."
champion:ashe:generated_portrait_512,char:ashe,CHAMPION,Ashe,GENERATED_PORTRAIT_512,champions/generated/ashe-portrait-512.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,1:1,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ashe.jpg using focal points; never stretch.
champion:ashe:generated_card_4x5,char:ashe,CHAMPION,Ashe,GENERATED_CARD_4X5,champions/generated/ashe-card-4x5.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,4:5,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ashe.jpg using focal points; never stretch.
champion:ashe:generated_hero_16x9,char:ashe,CHAMPION,Ashe,GENERATED_HERO_16X9,champions/generated/ashe-hero-16x9.webp,,,DERIVED_FROM_RIOT_MASTER,"Riot Games, Inc.",,,16:9,0.50,0.50,0.50,0.40,FOCAL_CROP,GENERATE_AFTER_MASTER,NEEDS_VISUAL_QA,Derive from champions/master/ashe.jpg using focal points; never stretch.
