event_id,entity_id,entity_name,role_in_event,participation_status,source_ids,needs_review,notes
event:ruination-helia,char:viego,Viego,,LIKELY_OR_DOCUMENTED,src:riot-bio:viego,TRUE,Participant seed; verify actual participation vs broad historical association.
event:ruination-helia,char:kalista,Kalista,,LIKELY_OR_DOCUMENTED,src:riot-bio:kalista,TRUE,Participant seed; verify actual participation vs broad historical association.
event:ruination-helia,char:hecarim,Hecarim,,LIKELY_OR_DOCUMENTED,src:riot-bio:hecarim,TRUE,Participant seed; verify actual participation vs broad historical association.
event:ruination-helia,char:thresh,Thresh,,LIKELY_OR_DOCUMENTED,src:riot-bio:thresh,TRUE,Participant seed; verify actual participation vs broad historical association.
event:ruination-helia,char:maokai,Maokai,,LIKELY_OR_DOCUMENTED,src:riot-bio:maokai,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rune-wars,char:ryze,Ryze,,LIKELY_OR_DOCUMENTED,src:riot-bio:ryze,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rune-wars,char:brand,Brand,,LIKELY_OR_DOCUMENTED,src:riot-bio:brand,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:swain,Swain,,LIKELY_OR_DOCUMENTED,src:riot-bio:swain,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:irelia,Irelia,,LIKELY_OR_DOCUMENTED,src:riot-bio:irelia,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:karma,Karma,,LIKELY_OR_DOCUMENTED,src:riot-bio:karma,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:riven,Riven,,LIKELY_OR_DOCUMENTED,src:riot-bio:riven,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:yasuo,Yasuo,,LIKELY_OR_DOCUMENTED,src:riot-bio:yasuo,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:master-yi,Master Yi,,LIKELY_OR_DOCUMENTED,src:riot-bio:master-yi,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:kayn,Kayn,,LIKELY_OR_DOCUMENTED,src:riot-bio:kayn,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:zed,Zed,,LIKELY_OR_DOCUMENTED,src:riot-bio:zed,TRUE,Participant seed; verify actual participation vs broad historical association.
event:noxian-invasion-ionia,char:shen,Shen,,LIKELY_OR_DOCUMENTED,src:riot-bio:shen,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rebirth-sun-disc,char:azir,Azir,,LIKELY_OR_DOCUMENTED,src:riot-bio:azir,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rebirth-sun-disc,char:sivir,Sivir,,LIKELY_OR_DOCUMENTED,src:riot-bio:sivir,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rebirth-sun-disc,char:nasus,Nasus,,LIKELY_OR_DOCUMENTED,src:riot-bio:nasus,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rebirth-sun-disc,char:renekton,Renekton,,LIKELY_OR_DOCUMENTED,src:riot-bio:renekton,TRUE,Participant seed; verify actual participation vs broad historical association.
event:rebirth-sun-disc,char:xerath,Xerath,,LIKELY_OR_DOCUMENTED,src:riot-bio:xerath,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:viego,Viego,,LIKELY_OR_DOCUMENTED,src:riot-bio:viego,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:senna,Senna,,LIKELY_OR_DOCUMENTED,src:riot-bio:senna,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:lucian,Lucian,,LIKELY_OR_DOCUMENTED,src:riot-bio:lucian,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:gwen,Gwen,,LIKELY_OR_DOCUMENTED,src:riot-bio:gwen,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:thresh,Thresh,,LIKELY_OR_DOCUMENTED,src:riot-bio:thresh,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:miss-fortune,Miss Fortune,,LIKELY_OR_DOCUMENTED,src:riot-bio:miss-fortune,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:pyke,Pyke,,LIKELY_OR_DOCUMENTED,src:riot-bio:pyke,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:vayne,Vayne,,LIKELY_OR_DOCUMENTED,src:riot-bio:vayne,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:riven,Riven,,LIKELY_OR_DOCUMENTED,src:riot-bio:riven,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:diana,Diana,,LIKELY_OR_DOCUMENTED,src:riot-bio:diana,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:irelia,Irelia,,LIKELY_OR_DOCUMENTED,src:riot-bio:irelia,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:olaf,Olaf,,LIKELY_OR_DOCUMENTED,src:riot-bio:olaf,TRUE,Participant seed; verify actual participation vs broad historical association.
event:return-ruined-king,char:graves,Graves,,LIKELY_OR_DOCUMENTED,src:riot-bio:graves,TRUE,Participant seed; verify actual participation vs broad historical association.
event:great-mage-rebellion,char:sylas,Sylas,,LIKELY_OR_DOCUMENTED,src:riot-bio:sylas,TRUE,Participant seed; verify actual participation vs broad historical association.
event:great-mage-rebellion,char:lux,Lux,,LIKELY_OR_DOCUMENTED,src:riot-bio:lux,TRUE,Participant seed; verify actual participation vs broad historical association.
event:great-mage-rebellion,char:garen,Garen,,LIKELY_OR_DOCUMENTED,src:riot-bio:garen,TRUE,Participant seed; verify actual participation vs broad historical association.
event:great-mage-rebellion,char:jarvan-iv,Jarvan IV,,LIKELY_OR_DOCUMENTED,src:riot-bio:jarvan-iv,TRUE,Participant seed; verify actual participation vs broad historical association.
event:swain-coup,char:swain,Swain,,LIKELY_OR_DOCUMENTED,src:riot-bio:swain,TRUE,Participant seed; verify actual participation vs broad historical association.
event:swain-coup,char:darius,Darius,,LIKELY_OR_DOCUMENTED,src:riot-bio:darius,TRUE,Participant seed; verify actual participation vs broad historical association.
event:yasuo-yone-duel,char:yasuo,Yasuo,,LIKELY_OR_DOCUMENTED,src:riot-bio:yasuo,TRUE,Participant seed; verify actual participation vs broad historical association.
event:yasuo-yone-duel,char:yone,Yone,,LIKELY_OR_DOCUMENTED,src:riot-bio:yone,TRUE,Participant seed; verify actual participation vs broad historical association.
event:kayle-morgana-conflict,char:kayle,Kayle,,LIKELY_OR_DOCUMENTED,src:riot-bio:kayle,TRUE,Participant seed; verify actual participation vs broad historical association.
event:kayle-morgana-conflict,char:morgana,Morgana,,LIKELY_OR_DOCUMENTED,src:riot-bio:morgana,TRUE,Participant seed; verify actual participation vs broad historical association.
event:aatrox-atreus-duel,char:aatrox,Aatrox,,LIKELY_OR_DOCUMENTED,src:riot-bio:aatrox,TRUE,Participant seed; verify actual participation vs broad historical association.
event:aatrox-atreus-duel,char:pantheon,Pantheon,,LIKELY_OR_DOCUMENTED,src:riot-bio:pantheon,TRUE,Participant seed; verify actual participation vs broad historical association.
event:harrowing,char:thresh,Thresh,,LIKELY_OR_DOCUMENTED,src:riot-bio:thresh,TRUE,Participant seed; verify actual participation vs broad historical association.
event:harrowing,char:hecarim,Hecarim,,LIKELY_OR_DOCUMENTED,src:riot-bio:hecarim,TRUE,Participant seed; verify actual participation vs broad historical association.
event:harrowing,char:kalista,Kalista,,LIKELY_OR_DOCUMENTED,src:riot-bio:kalista,TRUE,Participant seed; verify actual participation vs broad historical association.
event:harrowing,char:karthus,Karthus,,LIKELY_OR_DOCUMENTED,src:riot-bio:karthus,TRUE,Participant seed; verify actual participation vs broad historical association.
event:harrowing,char:yorick,Yorick,,LIKELY_OR_DOCUMENTED,src:riot-bio:yorick,TRUE,Participant seed; verify actual participation vs broad historical association.
event:harrowing,char:maokai,Maokai,,LIKELY_OR_DOCUMENTED,src:riot-bio:maokai,TRUE,Participant seed; verify actual participation vs broad historical association.
event:war-three-sisters,char:lissandra,Lissandra,,LIKELY_OR_DOCUMENTED,src:riot-bio:lissandra,TRUE,Participant seed; verify actual participation vs broad historical association.
event:golden-age-shurima,char:azir,Azir,,LIKELY_OR_DOCUMENTED,src:riot-bio:azir,TRUE,Participant seed; verify actual participation vs broad historical association.
event:golden-age-shurima,char:nasus,Nasus,,LIKELY_OR_DOCUMENTED,src:riot-bio:nasus,TRUE,Participant seed; verify actual participation vs broad historical association.
event:golden-age-shurima,char:renekton,Renekton,,LIKELY_OR_DOCUMENTED,src:riot-bio:renekton,TRUE,Participant seed; verify actual participation vs broad historical association.
event:golden-age-shurima,char:xerath,Xerath,,LIKELY_OR_DOCUMENTED,src:riot-bio:xerath,TRUE,Participant seed; verify actual participation vs broad historical association.
event:medarda-succession-war,char:ambessa,Ambessa,,LIKELY_OR_DOCUMENTED,src:riot-bio:ambessa,TRUE,Participant seed; verify actual participation vs broad historical association.
event:medarda-succession-war,char:mel,Mel,,LIKELY_OR_DOCUMENTED,src:riot-bio:mel,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:jayce,Jayce,,LIKELY_OR_DOCUMENTED,src:riot-bio:jayce,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:viktor,Viktor,,LIKELY_OR_DOCUMENTED,src:riot-bio:viktor,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:heimerdinger,Heimerdinger,,LIKELY_OR_DOCUMENTED,src:riot-bio:heimerdinger,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:caitlyn,Caitlyn,,LIKELY_OR_DOCUMENTED,src:riot-bio:caitlyn,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:vi,Vi,,LIKELY_OR_DOCUMENTED,src:riot-bio:vi,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:jinx,Jinx,,LIKELY_OR_DOCUMENTED,src:riot-bio:jinx,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:ekko,Ekko,,LIKELY_OR_DOCUMENTED,src:riot-bio:ekko,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:mel,Mel,,LIKELY_OR_DOCUMENTED,src:riot-bio:mel,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:ambessa,Ambessa,,LIKELY_OR_DOCUMENTED,src:riot-bio:ambessa,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:singed,Singed,,LIKELY_OR_DOCUMENTED,src:riot-bio:singed,TRUE,Participant seed; verify actual participation vs broad historical association.
event:era-hextech,char:warwick,Warwick,,LIKELY_OR_DOCUMENTED,src:riot-bio:warwick,TRUE,Participant seed; verify actual participation vs broad historical association.
