champion_id,name,canonical_slug,ddragon_id,region_primary,official_title,narrative_roles,species,status,aliases,completeness_tier,needs_research,riot_champion_url,wiki_universe_url,wiki_data_url,ddragon_json_url,portrait_url,splash_url,loading_url,source_verified_online,last_verified_at,notes
char:ashe,Ashe,ashe,Ashe,Freljord,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/ashe/,https://wiki.leagueoflegends.com/en-us/Universe%3AAshe,https://wiki.leagueoflegends.com/en-us/Template%3AData_Ashe,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Ashe.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Ashe.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ashe_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ashe_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:aurelion-sol,Aurelion Sol,aurelion-sol,AurelionSol,Targon,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/aurelion-sol/,https://wiki.leagueoflegends.com/en-us/Universe%3AAurelion_Sol,https://wiki.leagueoflegends.com/en-us/Template%3AData_Aurelion_Sol,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/AurelionSol.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/AurelionSol.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/AurelionSol_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/AurelionSol_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:aurora,Aurora,aurora,Aurora,Freljord,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/aurora/,https://wiki.leagueoflegends.com/en-us/Universe%3AAurora,https://wiki.leagueoflegends.com/en-us/Template%3AData_Aurora,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Aurora.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Aurora.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aurora_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Aurora_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:azir,Azir,azir,Azir,Shurima,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/azir/,https://wiki.leagueoflegends.com/en-us/Universe%3AAzir,https://wiki.leagueoflegends.com/en-us/Template%3AData_Azir,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Azir.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Azir.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Azir_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Azir_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:bard,Bard,bard,Bard,Runeterra / Cosmic,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/bard/,https://wiki.leagueoflegends.com/en-us/Universe%3ABard,https://wiki.leagueoflegends.com/en-us/Template%3AData_Bard,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Bard.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Bard.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Bard_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Bard_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:bel-veth,Bel'Veth,bel-veth,Belveth,The Void,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/bel-veth/,https://wiki.leagueoflegends.com/en-us/Universe%3ABel'Veth,https://wiki.leagueoflegends.com/en-us/Template%3AData_Bel'Veth,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Belveth.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Belveth.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Belveth_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Belveth_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:blitzcrank,Blitzcrank,blitzcrank,Blitzcrank,Zaun,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/blitzcrank/,https://wiki.leagueoflegends.com/en-us/Universe%3ABlitzcrank,https://wiki.leagueoflegends.com/en-us/Template%3AData_Blitzcrank,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Blitzcrank.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Blitzcrank.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Blitzcrank_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Blitzcrank_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:brand,Brand,brand,Brand,Freljord,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/brand/,https://wiki.leagueoflegends.com/en-us/Universe%3ABrand,https://wiki.leagueoflegends.com/en-us/Template%3AData_Brand,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Brand.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Brand.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Brand_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Brand_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:braum,Braum,braum,Braum,Freljord,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/braum/,https://wiki.leagueoflegends.com/en-us/Universe%3ABraum,https://wiki.leagueoflegends.com/en-us/Template%3AData_Braum,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Braum.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Braum.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Braum_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Braum_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:briar,Briar,briar,Briar,Noxus,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/briar/,https://wiki.leagueoflegends.com/en-us/Universe%3ABriar,https://wiki.leagueoflegends.com/en-us/Template%3AData_Briar,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Briar.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Briar.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Briar_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Briar_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:caitlyn,Caitlyn,caitlyn,Caitlyn,Piltover,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/caitlyn/,https://wiki.leagueoflegends.com/en-us/Universe%3ACaitlyn,https://wiki.leagueoflegends.com/en-us/Template%3AData_Caitlyn,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Caitlyn.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Caitlyn.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Caitlyn_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Caitlyn_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:camille,Camille,camille,Camille,Piltover,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/camille/,https://wiki.leagueoflegends.com/en-us/Universe%3ACamille,https://wiki.leagueoflegends.com/en-us/Template%3AData_Camille,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Camille.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Camille.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Camille_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Camille_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:cassiopeia,Cassiopeia,cassiopeia,Cassiopeia,Noxus,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/cassiopeia/,https://wiki.leagueoflegends.com/en-us/Universe%3ACassiopeia,https://wiki.leagueoflegends.com/en-us/Template%3AData_Cassiopeia,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Cassiopeia.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Cassiopeia.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Cassiopeia_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Cassiopeia_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:cho-gath,Cho'Gath,cho-gath,Chogath,The Void,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/cho-gath/,https://wiki.leagueoflegends.com/en-us/Universe%3ACho'Gath,https://wiki.leagueoflegends.com/en-us/Template%3AData_Cho'Gath,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Chogath.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Chogath.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Chogath_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Chogath_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:corki,Corki,corki,Corki,Bandle City / Piltover,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/corki/,https://wiki.leagueoflegends.com/en-us/Universe%3ACorki,https://wiki.leagueoflegends.com/en-us/Template%3AData_Corki,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Corki.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Corki.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Corki_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Corki_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:darius,Darius,darius,Darius,Noxus,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/darius/,https://wiki.leagueoflegends.com/en-us/Universe%3ADarius,https://wiki.leagueoflegends.com/en-us/Template%3AData_Darius,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Darius.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Darius.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Darius_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Darius_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:diana,Diana,diana,Diana,Targon,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/diana/,https://wiki.leagueoflegends.com/en-us/Universe%3ADiana,https://wiki.leagueoflegends.com/en-us/Template%3AData_Diana,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Diana.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Diana.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Diana_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Diana_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:dr-mundo,Dr. Mundo,dr-mundo,DrMundo,Zaun,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/dr-mundo/,https://wiki.leagueoflegends.com/en-us/Universe%3ADr._Mundo,https://wiki.leagueoflegends.com/en-us/Template%3AData_Dr._Mundo,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/DrMundo.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/DrMundo.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/DrMundo_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/DrMundo_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:draven,Draven,draven,Draven,Noxus,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/draven/,https://wiki.leagueoflegends.com/en-us/Universe%3ADraven,https://wiki.leagueoflegends.com/en-us/Template%3AData_Draven,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Draven.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Draven.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Draven_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Draven_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:ekko,Ekko,ekko,Ekko,Zaun,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/ekko/,https://wiki.leagueoflegends.com/en-us/Universe%3AEkko,https://wiki.leagueoflegends.com/en-us/Template%3AData_Ekko,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Ekko.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Ekko.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ekko_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ekko_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:elise,Elise,elise,Elise,Noxus / Shadow Isles,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/elise/,https://wiki.leagueoflegends.com/en-us/Universe%3AElise,https://wiki.leagueoflegends.com/en-us/Template%3AData_Elise,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Elise.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Elise.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Elise_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Elise_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:evelynn,Evelynn,evelynn,Evelynn,Runeterra,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/evelynn/,https://wiki.leagueoflegends.com/en-us/Universe%3AEvelynn,https://wiki.leagueoflegends.com/en-us/Template%3AData_Evelynn,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Evelynn.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Evelynn.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Evelynn_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:ezreal,Ezreal,ezreal,Ezreal,Piltover,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/ezreal/,https://wiki.leagueoflegends.com/en-us/Universe%3AEzreal,https://wiki.leagueoflegends.com/en-us/Template%3AData_Ezreal,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Ezreal.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Ezreal.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ezreal_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:fiddlesticks,Fiddlesticks,fiddlesticks,Fiddlesticks,Runeterra,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/fiddlesticks/,https://wiki.leagueoflegends.com/en-us/Universe%3AFiddlesticks,https://wiki.leagueoflegends.com/en-us/Template%3AData_Fiddlesticks,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Fiddlesticks.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Fiddlesticks.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiddlesticks_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:fiora,Fiora,fiora,Fiora,Demacia,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/fiora/,https://wiki.leagueoflegends.com/en-us/Universe%3AFiora,https://wiki.leagueoflegends.com/en-us/Template%3AData_Fiora,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Fiora.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Fiora.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fiora_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:fizz,Fizz,fizz,Fizz,Bilgewater,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/fizz/,https://wiki.leagueoflegends.com/en-us/Universe%3AFizz,https://wiki.leagueoflegends.com/en-us/Template%3AData_Fizz,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Fizz.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Fizz.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Fizz_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:galio,Galio,galio,Galio,Demacia,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/galio/,https://wiki.leagueoflegends.com/en-us/Universe%3AGalio,https://wiki.leagueoflegends.com/en-us/Template%3AData_Galio,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Galio.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Galio.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Galio_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:gangplank,Gangplank,gangplank,Gangplank,Bilgewater,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/gangplank/,https://wiki.leagueoflegends.com/en-us/Universe%3AGangplank,https://wiki.leagueoflegends.com/en-us/Template%3AData_Gangplank,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gangplank.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Gangplank.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Gangplank_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
char:garen,Garen,garen,Garen,Demacia,,,,,,C_INDEXED,TRUE,https://www.leagueoflegends.com/en-us/champions/garen/,https://wiki.leagueoflegends.com/en-us/Universe%3AGaren,https://wiki.leagueoflegends.com/en-us/Template%3AData_Garen,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Garen.json,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Garen.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Garen_0.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Garen_0.jpg,UNTESTED,,Seed registry. Enrich from primary Riot bio + official Wiki Universe; do not treat gameplay tags as narrative roles.
